"ID_Fahrzeug","ID_T01","Fehlerhaft_Datum_T01","Fehlerhaft_Fahrleistung_T01","ID_T02","Fehlerhaft_Datum_T02","Fehlerhaft_Fahrleistung_T02"
"11-1-12-432809","1-202-2021-706329",2014-11-06,32489,"2-202-2022-1235721",2014-09-06,35040.6246575342
"11-1-11-653661","1-201-2011-706354",2014-02-28,11122,"2-202-2022-1235048",2014-09-05,34957.7863013699
"11-1-11-653676","1-201-2011-704889",2014-02-25,10978,"2-202-2022-1235603",2014-09-05,34957.7863013699
"11-1-11-653558","1-201-2011-702058",2014-02-18,10644,"2-202-2022-1232545",2014-09-01,34626.4328767123
"11-1-11-653586","1-201-2011-702640",2014-02-20,10740,"2-201-2011-527833",2014-08-30,34460.7561643836
"11-1-12-433007","1-202-2021-704151",2014-11-01,32153.37,"2-202-2022-1234084",2014-09-03,34792.1095890411
"11-1-12-433020","1-202-2021-704264",2014-11-01,32153.37,"2-201-2011-960133",2014-08-31,34543.5945205479
"11-1-12-432294","1-202-2021-703687",2014-10-31,32086.24,"2-201-2011-528978",2014-09-02,34709.2712328767
"11-1-12-433185","1-202-2021-706740",2014-11-07,32556.12,"2-202-2022-1236601",2014-09-07,35123.4630136986
"11-1-12-433216","1-202-2021-706834",2014-11-07,32556.12,"2-202-2022-1235994",2014-09-06,35040.6246575342
"11-1-11-653938","1-201-2011-703925",2014-02-23,10883,"2-202-2022-1232449",2014-09-01,34626.4328767123
"11-1-11-653961","1-202-2021-703268",2014-10-30,32019.12,"2-201-2011-528834",2014-09-02,34709.2712328767
"11-1-11-654188","1-201-2011-703683",2014-02-22,10835,"2-201-2011-528855",2014-09-02,34709.2712328767
"11-1-11-653984","1-201-2011-703325",2014-02-21,10787,"2-201-2011-529672",2014-09-04,34874.9479452055
"11-1-11-654240","1-201-2011-703742",2014-02-22,10835,"2-202-2022-1233819",2014-09-03,34792.1095890411
"11-1-11-654022","1-201-2011-703403",2014-02-21,10787,"2-202-2022-1230706",2014-08-30,34460.7561643836
"11-1-11-654031","1-201-2011-702841",2014-02-20,10740,"2-202-2022-1233061",2014-09-02,34709.2712328767
"11-1-11-654307","1-202-2021-707584",2014-11-09,32690.38,"2-202-2022-1235666",2014-09-06,35040.6246575342
"11-1-11-654048","1-202-2021-704253",2014-11-01,32153.37,"2-202-2022-1234666",2014-09-04,34874.9479452055
"11-1-11-654049","1-201-2011-706182",2014-02-28,11122,"2-202-2022-1235861",2014-09-06,35040.6246575342
"11-1-12-433323","1-201-2011-704872",2014-02-25,10978,"2-202-2022-1235158",2014-09-05,34957.7863013699
"11-1-11-654480","1-201-2011-707058",2014-03-02,11217,"2-201-2011-530065",2014-09-06,35040.6246575342
"11-1-11-654485","1-202-2021-705472",2014-11-04,32354.75,"2-201-2011-529718",2014-09-05,34957.7863013699
"11-1-12-433471","1-202-2021-708121",2014-11-10,32623.25,"2-202-2022-1237547",2014-09-08,35040.6246575342
"11-1-12-433478","1-201-2011-708327",2014-03-05,11265,"2-202-2022-1237434",2014-09-08,35040.6246575342
"11-1-11-654385","1-202-2021-706882",2014-11-07,32556.12,"2-201-2011-530254",2014-09-06,35040.6246575342
"11-1-11-654389","1-202-2021-702592",2014-10-29,31951.99,"2-202-2022-1231962",2014-09-01,34626.4328767123
"11-1-11-654549","1-201-2011-707645",2014-03-03,11217,"2-201-2011-530366",2014-09-07,35040.6246575342
"11-1-11-654554","1-201-2011-707029",2014-03-02,11169,"2-202-2022-1236878",2014-09-07,35040.6246575342
"11-1-11-654411","1-202-2021-706966",2014-11-08,32623.25,"2-202-2022-1236023",2014-09-06,35040.6246575342
"11-1-11-654064","1-201-2011-706333",2014-02-28,11122,"2-202-2022-1235102",2014-09-05,34957.7863013699
"11-1-11-654653","1-202-2021-703759",2014-10-31,32019.12,"2-202-2022-1233930",2014-09-03,34709.2712328767
"11-1-11-654462","1-201-2011-706231",2014-02-28,11122,"2-202-2022-1235679",2014-09-06,35040.6246575342
"11-1-11-654464","1-202-2021-706954",2014-11-08,32623.25,"2-201-2011-530769",2014-09-08,35206.301369863
"11-1-12-433083","1-202-2021-706603",2014-11-07,32556.12,"2-201-2011-530283",2014-09-06,35040.6246575342
"11-1-11-654717","1-202-2021-706673",2014-11-07,32489,"2-201-2011-530865",2014-09-08,35123.4630136986
"11-1-12-433596","1-202-2021-705439",2014-11-04,32220.49,"2-202-2022-1236005",2014-09-06,34874.9479452055
"11-1-12-790433","1-202-2021-706560",2014-11-07,32421.87,"2-202-2022-1236067",2014-09-06,34874.9479452055
"11-1-11-654897","1-201-2011-704093",2014-02-23,10787,"2-202-2022-1233465",2014-09-03,34626.4328767123
"11-1-11-654910","1-202-2021-707171",2014-11-08,32489,"2-202-2022-1237087",2014-09-07,34957.7863013699
"11-1-11-654829","1-202-2021-703981",2014-11-01,32086.24,"2-201-2011-529755",2014-09-05,34874.9479452055
"11-1-11-654832","1-202-2021-702801",2014-10-29,31884.86,"2-202-2022-1233387",2014-09-03,34709.2712328767
"11-1-12-433977","1-202-2021-704770",2014-11-03,31817.74,"2-201-2011-529533",2014-09-04,34295.0794520548
"11-1-11-655040","1-202-2021-703710",2014-10-31,31951.99,"2-202-2022-1234083",2014-09-03,34626.4328767123
"11-1-11-654864","1-202-2021-706947",2014-11-08,32556.12,"2-201-2011-530833",2014-09-08,35123.4630136986
"11-1-11-654875","1-201-2011-704017",2014-02-23,10835,"2-201-2011-528525",2014-09-01,34543.5945205479
"11-1-11-655075","1-202-2021-705416",2014-11-04,32220.49,"2-201-2011-529499",2014-09-04,34709.2712328767
"11-1-11-655078","1-202-2021-707385",2014-11-09,32556.12,"2-201-2011-531420",2014-09-10,35206.301369863
"11-1-11-655127","1-201-2011-704561",2014-02-24,10835,"2-201-2011-530307",2014-09-06,34874.9479452055
"11-1-11-655133","1-202-2021-705075",2014-11-03,32153.37,"2-201-2011-530079",2014-09-06,34874.9479452055
"11-1-11-655160","1-201-2011-707218",2014-03-02,11122,"2-202-2022-1235837",2014-09-06,34874.9479452055
"11-1-11-655304","1-201-2011-705004",2014-02-25,10740,"2-202-2022-1238318",2014-09-09,34874.9479452055
"11-1-11-655372","1-202-2021-707596",2014-11-09,32354.75,"2-202-2022-1237323",2014-09-08,34792.1095890411
"11-1-12-434045","1-202-2021-706158",2014-11-06,32019.12,"2-201-2011-530888",2014-09-08,34626.4328767123
"11-1-11-655209","1-202-2021-707712",2014-11-09,32556.12,"2-202-2022-1237304",2014-09-08,35040.6246575342
"11-1-11-655391","1-202-2021-705310",2014-11-04,32019.12,"2-202-2022-1236731",2014-09-07,34709.2712328767
"11-1-11-655400","1-202-2021-708958",2014-11-12,32556.12,"2-202-2022-1238904",2014-09-10,34957.7863013699
"11-1-11-655409","1-202-2021-706726",2014-11-07,32220.49,"2-202-2022-1236102",2014-09-06,34626.4328767123
"11-1-11-655410","1-202-2021-708028",2014-11-10,32421.87,"2-201-2011-530745",2014-09-08,34792.1095890411
"11-1-12-434242","1-202-2021-707344",2014-11-08,32019.12,"2-202-2022-1238997",2014-09-10,34626.4328767123
"11-1-11-655446","1-202-2021-708108",2014-11-10,32421.87,"2-201-2011-531274",2014-09-09,34874.9479452055
"11-1-11-655451","1-201-2011-708204",2014-03-04,11074,"2-201-2011-530799",2014-09-08,34792.1095890411
"11-1-12-434084","1-201-2011-705607",2014-02-26,10644,"2-202-2022-1236919",2014-09-07,34460.7561643836
"11-1-12-434255","1-202-2021-707525",2014-11-09,32086.24,"2-202-2022-1237097",2014-09-07,34377.9178082192
"11-1-11-655471","1-202-2021-703936",2014-11-01,31817.74,"2-202-2022-1236368",2014-09-06,34626.4328767123
"11-1-12-434109","1-202-2021-708933",2014-11-12,32354.75,"2-202-2022-1239995",2014-09-11,34792.1095890411
"11-1-11-655275","1-201-2011-704043",2014-02-23,10787,"2-202-2022-1234827",2014-09-04,34709.2712328767
"11-1-12-434113","1-202-2021-705645",2014-11-05,31884.86,"2-201-2011-529951",2014-09-05,34295.0794520548
"11-1-12-433624","1-202-2021-705486",2014-11-04,32220.49,"2-201-2011-529726",2014-09-05,34792.1095890411
"11-1-12-434140","1-201-2011-705195",2014-02-26,10644,"2-202-2022-1237135",2014-09-07,34460.7561643836
"11-1-11-655556","1-201-2011-704500",2014-02-24,10692,"2-202-2022-1235716",2014-09-06,34626.4328767123
"11-1-11-655559","1-202-2021-705519",2014-11-04,32019.12,"2-201-2011-530023",2014-09-06,34626.4328767123
"11-1-11-655692","1-201-2011-705932",2014-02-27,10692,"2-202-2022-1237425",2014-09-08,34543.5945205479
"11-1-11-655563","1-201-2011-707557",2014-03-03,11026,"2-202-2022-1239527",2014-09-11,35040.6246575342
"11-1-11-655705","1-202-2021-705978",2014-11-05,31884.86,"2-202-2022-1237842",2014-09-08,34543.5945205479
"11-1-11-655780","1-201-2011-709181",2014-03-07,11074,"2-202-2022-1239130",2014-09-10,34709.2712328767
"11-1-11-655616","1-202-2021-704538",2014-11-02,31884.86,"2-202-2022-1236096",2014-09-06,34626.4328767123
"11-1-11-655871","1-202-2021-706198",2014-11-06,31884.86,"2-201-2011-530818",2014-09-08,34460.7561643836
"11-1-11-655874","1-201-2011-708481",2014-03-05,10931,"2-202-2022-1238286",2014-09-09,34543.5945205479
"11-1-11-655897","1-202-2021-705805",2014-11-05,31817.74,"2-201-2011-531603",2014-09-10,34626.4328767123
"11-1-11-655943","1-201-2011-706058",2014-02-28,10692,"2-201-2011-530125",2014-09-06,34295.0794520548
"11-1-12-434411","1-202-2021-705702",2014-11-05,31817.74,"2-202-2022-1237898",2014-09-08,34460.7561643836
"11-1-12-434423","1-202-2021-709394",2014-11-13,32354.75,"2-202-2022-1239074",2014-09-10,34626.4328767123
"11-1-12-434551","1-201-2011-709601",2014-03-08,11074,"2-202-2022-1241601",2014-09-13,34874.9479452055
"11-1-11-655982","1-202-2021-704291",2014-11-01,31549.23,"2-201-2011-530558",2014-09-07,34377.9178082192
"11-1-11-656108","1-201-2011-708863",2014-03-06,10978,"2-201-2011-531096",2014-09-09,34543.5945205479
"11-1-11-656154","1-201-2011-705993",2014-02-27,10644,"2-202-2022-1237298",2014-09-08,34460.7561643836
"11-1-11-656031","1-201-2011-707175",2014-03-02,10787,"2-202-2022-1237471",2014-09-08,34460.7561643836
"11-1-11-656034","1-202-2021-707767",2014-11-09,32086.24,"2-202-2022-1236680",2014-09-07,34377.9178082192
"11-1-12-434589","1-202-2021-709322",2014-11-13,32354.75,"2-202-2022-1241174",2014-09-13,34874.9479452055
"11-1-12-434598","1-201-2011-706745",2014-03-01,10740,"2-202-2022-1238190",2014-09-09,34543.5945205479
"11-1-12-435012","1-202-2021-705779",2014-11-05,31817.74,"2-201-2011-530720",2014-09-08,34460.7561643836
"11-1-11-656527","1-202-2021-708792",2014-11-12,32287.62,"2-202-2022-1239088",2014-09-10,34626.4328767123
"11-1-11-656548","1-202-2021-706224",2014-11-06,31884.86,"2-202-2022-1239947",2014-09-11,34709.2712328767
"11-1-11-656563","1-201-2011-709794",2014-03-08,11074,"2-202-2022-1240065",2014-09-11,34709.2712328767
"11-1-12-434885","1-202-2021-708052",2014-11-10,32153.37,"2-201-2011-531217",2014-09-09,34543.5945205479
"11-1-11-656479","1-201-2011-704954",2014-02-25,10549,"2-201-2011-530273",2014-09-06,34295.0794520548
"11-1-11-656671","1-201-2011-709625",2014-03-08,11074,"2-201-2011-532871",2014-09-14,34957.7863013699
"11-1-12-434954","1-202-2021-706556",2014-11-07,31951.99,"2-201-2011-530032",2014-09-06,34295.0794520548
"11-1-11-656941","1-202-2021-709375",2014-11-13,32354.75,"2-202-2022-1242334",2014-09-14,34957.7863013699
"11-1-12-435059","1-201-2011-707722",2014-03-03,10835,"2-201-2011-531665",2014-09-11,34709.2712328767
"11-1-12-435085","1-201-2011-707395",2014-03-03,10835,"2-201-2011-531976",2014-09-11,34709.2712328767
"11-1-12-435112","1-201-2011-709842",2014-03-08,11074,"2-201-2011-532262",2014-09-12,34792.1095890411
"11-1-12-435116","1-202-2021-707440",2014-11-09,32086.24,"2-201-2011-532357",2014-09-13,34874.9479452055
"11-1-11-656861","1-201-2011-706039",2014-02-27,10644,"2-202-2022-1235693",2014-09-06,34295.0794520548
"11-1-11-657062","1-201-2011-706244",2014-02-28,10692,"2-202-2022-1238802",2014-09-10,34626.4328767123
"11-1-11-656871","1-202-2021-706880",2014-11-07,31951.99,"2-202-2022-1238935",2014-09-10,34626.4328767123
"11-1-11-657072","1-202-2021-705918",2014-11-05,31817.74,"2-202-2022-1239448",2014-09-10,34626.4328767123
"11-1-11-657096","1-202-2021-709241",2014-11-13,32354.75,"2-202-2022-1241308",2014-09-13,34874.9479452055
"11-1-11-657131","1-201-2011-709833",2014-03-08,11074,"2-202-2022-1241586",2014-09-13,34874.9479452055
"11-1-11-657132","1-202-2021-709724",2014-11-14,32421.87,"2-202-2022-1241788",2014-09-14,34957.7863013699
"11-1-12-435220","1-201-2011-706851",2014-03-01,10740,"2-202-2022-1239420",2014-09-10,34626.4328767123
"11-1-12-435235","1-201-2011-706948",2014-03-02,10787,"2-201-2011-531748",2014-09-11,34709.2712328767
"11-1-11-657184","1-201-2011-707682",2014-03-03,10835,"2-202-2022-1240321",2014-09-12,34792.1095890411
"11-1-12-435334","1-201-2011-707195",2014-03-02,10787,"2-202-2022-1238853",2014-09-10,34626.4328767123
"11-1-12-435358","1-202-2021-708447",2014-11-11,32220.49,"2-201-2011-533171",2014-09-15,35040.6246575342
"11-1-11-657253","1-202-2021-709665",2014-11-14,32421.87,"2-202-2022-1241168",2014-09-13,34874.9479452055
"11-1-11-657413","1-201-2011-707152",2014-03-02,10787,"2-202-2022-1239165",2014-09-10,34626.4328767123
"11-1-11-657426","1-202-2021-710052",2014-11-15,32489,"2-201-2011-532969",2014-09-14,34957.7863013699
"11-1-11-657444","1-202-2021-709195",2014-11-13,32354.75,"2-201-2011-531789",2014-09-11,34709.2712328767
"11-1-11-657455","1-202-2021-706621",2014-11-07,31951.99,"2-202-2022-1238032",2014-09-09,34543.5945205479
"11-1-11-657484","1-201-2011-709660",2014-03-08,11074,"2-202-2022-1241696",2014-09-13,34874.9479452055
"11-1-11-657493","1-202-2021-710842",2014-11-16,32556.12,"2-202-2022-1243136",2014-09-15,35040.6246575342
"11-1-12-434987","1-201-2011-710148",2014-03-09,11122,"2-201-2011-532970",2014-09-14,34957.7863013699
"11-1-11-657722","1-201-2011-711592",2014-03-12,11265,"2-202-2022-1244317",2014-09-17,35206.301369863
"11-1-11-657765","1-202-2021-710854",2014-11-16,32556.12,"2-202-2022-1241064",2014-09-13,34874.9479452055
"11-1-12-435656","1-202-2021-707295",2014-11-08,32019.12,"2-202-2022-1239923",2014-09-11,34709.2712328767
"11-1-11-657813","1-201-2011-711268",2014-03-11,11217,"2-202-2022-1244836",2014-09-17,35206.301369863
"11-1-11-657626","1-201-2011-707834",2014-03-04,10883,"2-202-2022-1239887",2014-09-11,34709.2712328767
"11-1-12-435845","1-201-2011-711717",2014-03-12,11122,"2-202-2022-1245122",2014-09-18,35040.6246575342
"11-1-11-657945","1-201-2011-710611",2014-03-10,11169,"2-201-2011-532061",2014-09-12,34792.1095890411
"11-1-12-435860","1-201-2011-708001",2014-03-04,10740,"2-201-2011-532832",2014-09-14,34709.2712328767
"11-1-12-435863","1-201-2011-709448",2014-03-07,10883,"2-202-2022-1243634",2014-09-16,34874.9479452055
"11-1-11-657959","1-201-2011-711325",2014-03-12,11265,"2-202-2022-1242517",2014-09-14,34957.7863013699
"11-1-11-659326","1-201-2011-712376",2014-03-14,11217,"2-202-2022-1245303",2014-09-18,35040.6246575342
"11-1-12-435873","1-201-2011-711232",2014-03-11,11074,"2-202-2022-1242053",2014-09-14,34709.2712328767
"11-1-11-658019","1-201-2011-707194",2014-03-02,10787,"2-201-2011-531518",2014-09-10,34626.4328767123
"11-1-11-658200","1-202-2021-711085",2014-11-17,32623.25,"2-201-2011-533256",2014-09-15,35040.6246575342
"11-1-11-658050","1-202-2021-710603",2014-11-16,32556.12,"2-202-2022-1242663",2014-09-15,35040.6246575342
"11-1-11-657700","1-201-2011-710730",2014-03-10,11169,"2-202-2022-1241579",2014-09-13,34874.9479452055
"11-1-11-658221","1-201-2011-711035",2014-03-11,11217,"2-201-2011-533367",2014-09-16,35123.4630136986
"11-1-11-658063","1-201-2011-707531",2014-03-03,10835,"2-202-2022-1240791",2014-09-12,34792.1095890411
"11-1-11-658272","1-201-2011-711227",2014-03-11,11217,"2-202-2022-1243697",2014-09-16,35123.4630136986
"11-1-12-435947","1-202-2021-708360",2014-11-11,32019.12,"2-202-2022-1242785",2014-09-15,34792.1095890411
"11-1-11-658333","1-202-2021-709401",2014-11-13,32354.75,"2-201-2011-533498",2014-09-16,35123.4630136986
"11-1-11-658371","1-201-2011-711522",2014-03-12,11265,"2-201-2011-534011",2014-09-18,35289.1397260274
"11-1-11-658389","1-202-2021-711553",2014-11-18,32690.38,"2-202-2022-1243223",2014-09-15,35040.6246575342
"11-1-11-658390","1-201-2011-711438",2014-03-12,11265,"2-202-2022-1242806",2014-09-15,35040.6246575342
"11-1-11-1183537","1-201-2011-709264",2014-03-07,10883,"2-202-2022-1243495",2014-09-16,34874.9479452055
"11-1-11-1185025","1-202-2021-711142",2014-11-17,32421.87,"2-201-2011-533808",2014-09-17,34957.7863013699
"11-1-12-436118","1-202-2021-710982",2014-11-17,32421.87,"2-202-2022-1245689",2014-09-19,35123.4630136986
"11-1-11-658427","1-202-2021-711384",2014-11-18,32690.38,"2-202-2022-1243775",2014-09-16,35123.4630136986
"11-1-11-658437","1-201-2011-708231",2014-03-04,10883,"2-201-2011-533512",2014-09-16,35123.4630136986
"11-1-11-658656","1-202-2021-707782",2014-11-09,31884.86,"2-202-2022-1240816",2014-09-12,34543.5945205479
"11-1-11-658682","1-201-2011-707848",2014-03-04,10740,"2-202-2022-1241502",2014-09-13,34626.4328767123
"11-1-12-436207","1-201-2011-712249",2014-03-14,11217,"2-201-2011-534796",2014-09-20,35206.301369863
"11-1-11-658700","1-201-2011-709353",2014-03-07,10883,"2-202-2022-1241973",2014-09-14,34709.2712328767
"11-1-12-436212","1-202-2021-709019",2014-11-12,32086.24,"2-202-2022-1243361",2014-09-16,34874.9479452055
"11-1-11-658527","1-201-2011-708710",2014-03-06,10978,"2-202-2022-1242184",2014-09-14,34957.7863013699
"11-1-11-658728","1-201-2011-710516",2014-03-10,11026,"2-201-2011-533428",2014-09-16,34874.9479452055
"11-1-11-658741","1-202-2021-711982",2014-11-19,32556.12,"2-202-2022-1244605",2014-09-17,34957.7863013699
"11-1-12-436265","1-201-2011-711880",2014-03-13,11169,"2-201-2011-533661",2014-09-17,34957.7863013699
"11-1-11-658799","1-202-2021-709130",2014-11-13,32153.37,"2-201-2011-533460",2014-09-16,34874.9479452055
"11-1-11-1185693","1-201-2011-708434",2014-03-05,10787,"2-202-2022-1241326",2014-09-13,34626.4328767123
"11-1-11-658939","1-201-2011-711846",2014-03-13,11169,"2-202-2022-1243380",2014-09-16,34874.9479452055
"11-1-11-658940","1-202-2021-712529",2014-11-20,32623.25,"2-202-2022-1246175",2014-09-19,35123.4630136986
"11-1-11-658947","1-201-2011-710879",2014-03-11,11074,"2-201-2011-533484",2014-09-16,34874.9479452055
"11-1-11-658832","1-201-2011-711441",2014-03-12,11122,"2-202-2022-1245266",2014-09-18,35040.6246575342
"11-1-11-658855","1-201-2011-711369",2014-03-12,11122,"2-202-2022-1244437",2014-09-17,34957.7863013699
"11-1-12-436431","1-202-2021-713091",2014-11-22,32757.5,"2-202-2022-1245855",2014-09-19,35123.4630136986
"11-1-11-658870","1-201-2011-708262",2014-03-05,10787,"2-201-2011-532779",2014-09-14,34709.2712328767
"11-1-11-659068","1-201-2011-708938",2014-03-06,10835,"2-201-2011-532666",2014-09-14,34709.2712328767
"11-1-11-659074","1-202-2021-711374",2014-11-18,32489,"2-202-2022-1246407",2014-09-20,35206.301369863
"11-1-11-658902","1-201-2011-708332",2014-03-05,10787,"2-202-2022-1242148",2014-09-14,34709.2712328767
"11-1-11-659105","1-201-2011-711420",2014-03-12,11122,"2-201-2011-534066",2014-09-18,35040.6246575342
"11-1-11-659111","1-201-2011-712354",2014-03-14,11217,"2-202-2022-1244846",2014-09-18,35040.6246575342
"11-1-12-436489","1-202-2021-709018",2014-11-12,32086.24,"2-202-2022-1241606",2014-09-13,34626.4328767123
"11-1-12-436535","1-202-2021-713835",2014-11-23,32757.5,"2-202-2022-1247469",2014-09-21,35206.301369863
"11-1-12-436637","1-202-2021-707913",2014-11-10,31817.74,"2-202-2022-1243142",2014-09-15,34626.4328767123
"11-1-12-436665","1-201-2011-711802",2014-03-13,11074,"2-202-2022-1245928",2014-09-19,34957.7863013699
"11-1-11-659383","1-201-2011-709247",2014-03-07,10835,"2-202-2022-1241030",2014-09-13,34543.5945205479
"11-1-11-659409","1-202-2021-712369",2014-11-20,32556.12,"2-202-2022-1245946",2014-09-19,35040.6246575342
"11-1-11-659412","1-201-2011-709865",2014-03-08,10883,"2-201-2011-533477",2014-09-16,34792.1095890411
"11-1-12-436693","1-201-2011-710666",2014-03-10,10931,"2-201-2011-533653",2014-09-17,34792.1095890411
"11-1-12-436707","1-202-2021-711050",2014-11-17,32287.62,"2-202-2022-1244092",2014-09-17,34792.1095890411
"11-1-11-659475","1-202-2021-712041",2014-11-19,32489,"2-202-2022-1246590",2014-09-20,35123.4630136986
"11-1-12-436732","1-201-2011-712688",2014-03-15,11169,"2-201-2011-534910",2014-09-20,35040.6246575342
"11-1-12-436736","1-202-2021-712608",2014-11-20,32489,"2-202-2022-1245346",2014-09-18,34874.9479452055
